block	category	source_text	current_translation	recommended_translation	status	source_location	object_context	neighbouring_strings	layout_risk	where_to_fix	notes
UnknownNeedsContext	unknown	yC2D m			needs-context	:	type=raw_bytes	Ok?IPD | O rhojc | EL0L17 || a8U | FUV (0<6mat | r8NonY	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Yf5?P			needs-context	:	type=raw_bytes	H9?NO | x6?ez | gA?Wk || iu2?r | imB?c | gH9?i0	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Yf?Y3			needs-context	:	type=raw_bytes	7ek?J | 5Ul?SV | 5Ul?SV || qe?lq | sFh?i | sFh?i	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	yH< f			needs-context	:	type=raw_bytes	y>1HM | O8V | ON?0G || 5o?zW | oEk>o | oA?Ri	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	yI?2v			needs-context	:	type=raw_bytes	GOM?O | aG?BN | H5?Na || vI?Dm | fO4?P | Uu0?B	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	YI?pA			needs-context	:	type=raw_bytes	PickupDust | PickupDust | PickupParticles	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	yK?Yj			needs-context	:	type=raw_bytes	5F>uq | RAB?e | aa>6H || 9rU>G | wa>6K | GOM?O	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Ym?Wy			needs-context	:	type=raw_bytes	Dl:NA4 | iXP>w | Hy?2G || OX;jec | c<2lY | ZK2?Li	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	YN?DD			needs-context	:	type=raw_bytes	UU5A | ff6A | z1kA+ || YN?UU | U5u | YB ;x	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	YN?UU			needs-context	:	type=raw_bytes	ff6A | z1kA+ | YN?DD || U5u | YB ;x | xr?UU	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	You			needs-context	:	type=raw_bytes	You died of starvation. | No Hunger | Alternative to 'E': Left-Click or Right-Shift || Sleeping With The Fishes | Record: 13 Days | Eat for Energy	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	ui	You can't sleep either?			needs-context	:	type=MonoBehaviour; name=FriendText; script=Assembly-CSharp:addRandomText; gameobject=FriendText; dump=level4/MonoBehaviour/10612__FriendText.json	I cannot sleep. || We should be asleep...	low/medium: verify in runtime	review block context before source_queue change	player-facing category but context still needs review; MonoBehaviour length-prefixed string; script=unknown:2020; length=23
UnknownNeedsContext	notification	You lost an item to the sea.!			needs-context	:	type=raw_bytes	I1V | Dead by the Sea. | Your friend is sleeping with the fishes. || Something broke during the night. | You did not sleep very well. | You feel weak.	low/medium: verify in runtime	review block context before source_queue change	player-facing category but context still needs review; Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level1::raw_ascii@325988:; level3::raw_ascii@957656:; level5::raw_ascii@339636:; v1.1.3 locations=level1::raw_ascii@334932:; level3::raw_ascii@964544:; level5::raw_ascii@346340:. Use source text plus neighbouring object context, not path_id/list index.
UnknownNeedsContext	unknown	yOU>GD			needs-context	:	type=raw_bytes	V>bwy | u4V | 4Q?yR || yOU>GD | yOU>GD | yOU>GD	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	yq?h2			needs-context	:	type=raw_bytes	Rb?fU | Rb?fU | Rb?fU || Wp?yl | Wp?yl | Wp?yl	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	yT5?i			needs-context	:	type=raw_bytes	L4?el | vo?PO | L4?el || vo?PO | lHT?O | lHT?O	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	YU0?le			needs-context	:	type=raw_bytes	VNA?n | T3?na | uA?kH || 8uV?a | Hy1?Q | OJ?a4	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	YW0?p			needs-context	:	type=raw_bytes	fO4?P | Uu0?B | o5?YE || S2?qE | 0yB?V | KN ?u	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	yX?li			needs-context	:	type=raw_bytes	TraderPaddleRight | TraderPaddleLeft | TraderHandLeft || K O | K O | K O	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Z A			needs-context	:	type=raw_bytes	g A | g A | g Ah || g A | g A | g A	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	z?3YI			needs-context	:	type=raw_bytes	pDK?e | T>VUi | Em?d2 || F6a | WB<ex | WB<ex	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	z?cME			needs-context	:	type=raw_bytes	A4W | i B | nS>4e || z?OjF | EuX?8a | QB?Re4	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	z?OjF			needs-context	:	type=raw_bytes	i B | nS>4e | z?cME || EuX?8a | QB?Re4 | tB?AY	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	z?S U			needs-context	:	type=raw_bytes	g<qAd | le;RM | le;RM || kHO>c | 7I6u | Y9x9	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	z?USI			needs-context	:	type=raw_bytes	DYZ?l | buG?W | x?yd8 || Ez?mxX | 0i?PO | 0i?PO	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	ZHT?u			needs-context	:	type=raw_bytes	iH?9L | pDB?A | uU?uB || ZHT?u | pDB?A | jME?eZ	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Zic co+			needs-context	:	type=raw_bytes	d ed | FuD3DSHDR | oft (R) HLSL || S3 ODS | dQ8ODSX | O rhoK	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	ZK2?Li			needs-context	:	type=raw_bytes	Ym?Wy | OX;jec | c<2lY || DW?TaN | DW?JaN | e;Hiu	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	zmaTG:6AMVht			needs-context	:	type=raw_bytes	tgZNA0.?LYer | vjVLA5)(3?JThu | ulbXNF?7ALVamz || thVLA5;GTanz | tmbYOF>BKQZajny | Foam2Normal	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
UnknownNeedsContext	unknown	Zo?Ha			needs-context	:	type=raw_bytes	EndNightEvent | mQB2a | EndNightEvent || EndNightEvent | Zo?Ha | EndNightEvent	low/medium: verify in runtime	review block context before source_queue change	raw byte fallback needs complete structured source confirmation; raw byte fallback candidate; inspect neighbouring Unity object if promoted
