priority	cluster_id	category	source_text	current_translation	recommended_translation	status	source_location	object_context	neighbouring_strings	where_to_fix	risk	notes
5	sharedassets1.assets:541	ui	sleep	СПАТЬ		todo	sharedassets1.assets:path_id=541:raw_length_prefixed@7344948	type=MonoBehaviour; name=AirPlane_CanSave; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/541__AirPlane_CanSave.json	AirPlane_CanSave || Found by the company.	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:992; length=5
5	sharedassets1.assets:542	ui	sleep	СПАТЬ		todo	sharedassets1.assets:path_id=542:raw_length_prefixed@7345356	type=MonoBehaviour; name=CaptainSkeleton; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/542__CaptainSkeleton.json	CaptainSkeleton || You should take a look.	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:992; length=5
5	sharedassets1.assets:543	result/search	FoundLand			todo	sharedassets1.assets:path_id=543:m_Name	type=MonoBehaviour; name=FoundLand; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/543__FoundLand.json	FoundLand | sleep | Set foot on land?	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	UnityPy typetree string
5	sharedassets1.assets:543	result/search	FoundLand			todo	sharedassets1.assets:path_id=543:raw_length_prefixed@7345568	type=MonoBehaviour; name=FoundLand; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/543__FoundLand.json	FoundLand || sleep | Set foot on land? | Reached land.	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:992; length=9
5	sharedassets1.assets:543	ui	sleep	СПАТЬ		todo	sharedassets1.assets:path_id=543:raw_length_prefixed@7345720	type=MonoBehaviour; name=FoundLand; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/543__FoundLand.json	FoundLand | FoundLand || Set foot on land? | Reached land.	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:992; length=5
5	sharedassets1.assets:544	ui	sleep	СПАТЬ		todo	sharedassets1.assets:path_id=544:raw_length_prefixed@7346672	type=MonoBehaviour; name=FriendEvil; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/544__FriendEvil.json	FriendEvil | FriendEvil || Delusions became too strong.	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:992; length=5
5	sharedassets1.assets:545	ui	sleep	СПАТЬ		todo	sharedassets1.assets:path_id=545:raw_length_prefixed@7347072	type=MonoBehaviour; name=GhostBoat; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/545__GhostBoat.json	GhostBoat || Trafficed to ghosts.	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:992; length=5
5	sharedassets1.assets:547	ui	sleep	СПАТЬ		todo	sharedassets1.assets:path_id=547:raw_length_prefixed@7348424	type=MonoBehaviour; name=SleepKiller; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/547__SleepKiller.json	SleepKiller | SleepKiller || SLEEP	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:992; length=5
5	sharedassets1.assets:547	ui	SLEEP	СПАТЬ		todo	sharedassets1.assets:path_id=547:raw_length_prefixed@7350444	type=MonoBehaviour; name=SleepKiller; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/547__SleepKiller.json	SleepKiller | SleepKiller | sleep	translations/source_queue.tsv, then rebuild XUnity dictionary	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:992; length=5
5	sharedassets1.assets:547	ui	SleepKiller			todo	sharedassets1.assets:path_id=547:m_Name	type=MonoBehaviour; name=SleepKiller; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/547__SleepKiller.json	SleepKiller | sleep | SLEEP	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	UnityPy typetree string
5	sharedassets1.assets:547	ui	SleepKiller			todo	sharedassets1.assets:path_id=547:raw_length_prefixed@7348352	type=MonoBehaviour; name=SleepKiller; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/547__SleepKiller.json	SleepKiller || sleep | SLEEP	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:992; length=11
5	sharedassets1.assets:548	ui	sleep	СПАТЬ		todo	sharedassets1.assets:path_id=548:raw_length_prefixed@7350952	type=MonoBehaviour; name=TheMoon; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/548__TheMoon.json	TheMoon || Stared at the moon for too long.	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:992; length=5
5	sharedassets1.assets:555	ui	CRTSettings			todo	sharedassets1.assets:path_id=555:m_Name	type=MonoBehaviour; name=CRTSettings; script=Assembly-CSharp:RetroShadersPro.URP.CRTSettings; dump=sharedassets1.assets/MonoBehaviour/555__CRTSettings.json	CRTSettings	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	UnityPy typetree string
5	sharedassets1.assets:555	ui	CRTSettings			todo	sharedassets1.assets:path_id=555:raw_length_prefixed@7352144	type=MonoBehaviour; name=CRTSettings; script=Assembly-CSharp:RetroShadersPro.URP.CRTSettings; dump=sharedassets1.assets/MonoBehaviour/555__CRTSettings.json	CRTSettings	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:584; length=11
5	sharedassets1.assets:556	ui	CRTSettings			todo	sharedassets1.assets:path_id=556:m_Name	type=MonoBehaviour; name=CRTSettings; script=Assembly-CSharp:RetroShadersPro.URP.CRTSettings; dump=sharedassets1.assets/MonoBehaviour/556__CRTSettings.json	CRTSettings	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	UnityPy typetree string
5	sharedassets1.assets:556	ui	CRTSettings			todo	sharedassets1.assets:path_id=556:raw_length_prefixed@7352496	type=MonoBehaviour; name=CRTSettings; script=Assembly-CSharp:RetroShadersPro.URP.CRTSettings; dump=sharedassets1.assets/MonoBehaviour/556__CRTSettings.json	CRTSettings	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	MonoBehaviour length-prefixed string; script=unknown:584; length=11
5	sharedassets1.assets:no_path	ui	CRTSettings			todo	sharedassets1.assets:raw_ascii@7352144	type=raw_bytes	SLEEP | sleep | Stared at the moon for too long. || CRTSettings | A'A7A | E)E9E	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	CRTSettings			todo	sharedassets1.assets:raw_ascii@7352496	type=raw_bytes	sleep | Stared at the moon for too long. | CRTSettings || A'A7A | E)E9E | O'O7O	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	result/search	Found by cargo ship.	Найден грузовым судном.		todo	sharedassets1.assets:raw_ascii@7328404	type=raw_bytes	sleep | sleep | sleep || FishSquad | sleep | sleep	translations/source_queue.tsv, then rebuild XUnity dictionary	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	result/search	Found by cargo ship.	Найден грузовым судном.		todo	sharedassets1.assets:raw_ascii@7337332	type=raw_bytes	sleep | Sharing blood with the sea. | sleep || ChestAttack | sleep | Became chest loot.	translations/source_queue.tsv, then rebuild XUnity dictionary	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	result/search	Found by the company.	Найден компанией.		todo	sharedassets1.assets:raw_ascii@7338776	type=raw_bytes	sleep | Became chest loot. | sleep || sleep | Grabbed into stomatch. | sleep	translations/source_queue.tsv, then rebuild XUnity dictionary	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	result/search	Found by the company.	Найден компанией.		todo	sharedassets1.assets:raw_ascii@7345104	type=raw_bytes	Accept Trade? | Accept Trade? | sleep || sleep | You should take a look. | FoundLand	translations/source_queue.tsv, then rebuild XUnity dictionary	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	result/search	FoundLand			todo	sharedassets1.assets:raw_ascii@7345568	type=raw_bytes	Found by the company. | sleep | You should take a look. || sleep | Set foot on land? | Reached land.	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	SettingsCanvas			todo	sharedassets1.assets:raw_ascii@6985060	type=raw_bytes	idle3Dt? | fish | close || xOS/2c | F had | Y F jad	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7316944	type=raw_bytes	bait | chest | chest || sleep | sleep | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7316956	type=raw_bytes	chest | chest | sleep || sleep | sleep | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7318336	type=raw_bytes	chest | sleep | sleep || sleep | sleep | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7318444	type=raw_bytes	sleep | sleep | sleep || sleep | sleep | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7319040	type=raw_bytes	sleep | sleep | sleep || sleep | sleep | FishIntoBoat	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7319160	type=raw_bytes	sleep | sleep | sleep || sleep | FishIntoBoat | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7320068	type=raw_bytes	sleep | sleep | sleep || FishIntoBoat | sleep | Check the back?	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7320596	type=raw_bytes	sleep | sleep | FishIntoBoat || Check the back? | FriendSick | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7321316	type=raw_bytes	sleep | Check the back? | FriendSick || sleep | Which way? | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7321796	type=raw_bytes	Check the back? | FriendSick | sleep || Which way? | sleep | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7322932	type=raw_bytes	sleep | sleep | Which way? || sleep | sleep | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7322988	type=raw_bytes	sleep | Which way? | sleep || sleep | sleep | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7324364	type=raw_bytes	Which way? | sleep | sleep || sleep | sleep | SleepingUnwell	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7324500	type=raw_bytes	sleep | sleep | sleep || sleep | SleepingUnwell | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7325204	type=raw_bytes	sleep | sleep | sleep || SleepingUnwell | sleep | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
5	sharedassets1.assets:no_path	ui	sleep	СПАТЬ		todo	sharedassets1.assets:raw_ascii@7326240	type=raw_bytes	sleep | sleep | SleepingUnwell || sleep | sleep | sleep	add/update source-text entry in translations/source_queue.tsv	medium: visible layout/clipping risk	raw byte fallback candidate; inspect neighbouring Unity object if promoted
