source	file	byte_offset	length	object_path_id	script	gameobject_path_id	gameobject_name	kind
ScubaAction, Assembly-CSharp	level3	874008	28	4470	UnityEngine.UI:UnityEngine.UI.Button	175	Yes	mono_string_candidate
SearchAccepted	level3	874040	14	4470	UnityEngine.UI:UnityEngine.UI.Button	175	Yes	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	874076	31	4470	UnityEngine.UI:UnityEngine.UI.Button	175	Yes	mono_string_candidate
Normal	level3	874712	6	4474	UnityEngine.UI:UnityEngine.UI.Button	186	No	mono_string_candidate
Highlighted	level3	874724	11	4474	UnityEngine.UI:UnityEngine.UI.Button	186	No	mono_string_candidate
Pressed	level3	874740	7	4474	UnityEngine.UI:UnityEngine.UI.Button	186	No	mono_string_candidate
Selected	level3	874752	8	4474	UnityEngine.UI:UnityEngine.UI.Button	186	No	mono_string_candidate
Disabled	level3	874764	8	4474	UnityEngine.UI:UnityEngine.UI.Button	186	No	mono_string_candidate
ScubaAction, Assembly-CSharp	level3	874808	28	4474	UnityEngine.UI:UnityEngine.UI.Button	186	No	mono_string_candidate
SearchDenied	level3	874840	12	4474	UnityEngine.UI:UnityEngine.UI.Button	186	No	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	874872	31	4474	UnityEngine.UI:UnityEngine.UI.Button	186	No	mono_string_candidate
Normal	level3	875448	6	4477	UnityEngine.UI:UnityEngine.UI.Button	190	JournalButtonOff	mono_string_candidate
Highlighted	level3	875460	11	4477	UnityEngine.UI:UnityEngine.UI.Button	190	JournalButtonOff	mono_string_candidate
Pressed	level3	875476	7	4477	UnityEngine.UI:UnityEngine.UI.Button	190	JournalButtonOff	mono_string_candidate
Selected	level3	875488	8	4477	UnityEngine.UI:UnityEngine.UI.Button	190	JournalButtonOff	mono_string_candidate
Disabled	level3	875500	8	4477	UnityEngine.UI:UnityEngine.UI.Button	190	JournalButtonOff	mono_string_candidate
JournalController, Assembly-CSharp	level3	875544	34	4477	UnityEngine.UI:UnityEngine.UI.Button	190	JournalButtonOff	mono_string_candidate
CloseJournal	level3	875584	12	4477	UnityEngine.UI:UnityEngine.UI.Button	190	JournalButtonOff	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	875616	31	4477	UnityEngine.UI:UnityEngine.UI.Button	190	JournalButtonOff	mono_string_candidate
Swim Ring	level3	875968	9	4480	Assembly-CSharp:CursorInfoMaker	194	swimming_belt	mono_string_candidate
Telescope	level3	876656	9	4487	Assembly-CSharp:CursorInfoMaker	205	telescope	mono_string_candidate
Food	level3	876752	4	4488	Assembly-CSharp:CursorInfoMaker	206	food_fish (6)	mono_string_candidate
Food	level3	876848	4	4489	Assembly-CSharp:CursorInfoMaker	217	food_fish (3)	mono_string_candidate
Fishnet	level3	877104	7	4492	Assembly-CSharp:CursorInfoMaker	231	net	mono_string_candidate
Duct Tape	level3	877344	9	4494	Assembly-CSharp:CursorInfoMaker	247	ducttape	mono_string_candidate
Broken Anchor	level3	877904	13	4500	Assembly-CSharp:CursorInfoMaker	269	anchor (broken)	mono_string_candidate
Broken Flashlight	level3	878144	17	4502	Assembly-CSharp:CursorInfoMaker	274	flashlight (broken)	mono_string_candidate
Bait	level3	879248	4	4511	Assembly-CSharp:CursorInfoMaker	286	bait (1)	mono_string_candidate
Normal	level3	879528	6	4512	UnityEngine.UI:UnityEngine.UI.Button	293	CloseButton	mono_string_candidate
Highlighted	level3	879540	11	4512	UnityEngine.UI:UnityEngine.UI.Button	293	CloseButton	mono_string_candidate
Pressed	level3	879556	7	4512	UnityEngine.UI:UnityEngine.UI.Button	293	CloseButton	mono_string_candidate
Selected	level3	879568	8	4512	UnityEngine.UI:UnityEngine.UI.Button	293	CloseButton	mono_string_candidate
Disabled	level3	879580	8	4512	UnityEngine.UI:UnityEngine.UI.Button	293	CloseButton	mono_string_candidate
JournalController, Assembly-CSharp	level3	879624	34	4512	UnityEngine.UI:UnityEngine.UI.Button	293	CloseButton	mono_string_candidate
CloseJournal	level3	879664	12	4512	UnityEngine.UI:UnityEngine.UI.Button	293	CloseButton	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	879696	31	4512	UnityEngine.UI:UnityEngine.UI.Button	293	CloseButton	mono_string_candidate
Broken Telescope	level3	880032	16	4515	Assembly-CSharp:CursorInfoMaker	301	telescope (broken)	mono_string_candidate
Normal	level3	880312	6	4516	UnityEngine.UI:UnityEngine.UI.Button	303	Myself	mono_string_candidate
Highlighted	level3	880324	11	4516	UnityEngine.UI:UnityEngine.UI.Button	303	Myself	mono_string_candidate
Pressed	level3	880340	7	4516	UnityEngine.UI:UnityEngine.UI.Button	303	Myself	mono_string_candidate
Selected	level3	880352	8	4516	UnityEngine.UI:UnityEngine.UI.Button	303	Myself	mono_string_candidate
Disabled	level3	880364	8	4516	UnityEngine.UI:UnityEngine.UI.Button	303	Myself	mono_string_candidate
TaskRandomBox, Assembly-CSharp	level3	880408	30	4516	UnityEngine.UI:UnityEngine.UI.Button	303	Myself	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	880480	31	4516	UnityEngine.UI:UnityEngine.UI.Button	303	Myself	mono_string_candidate
Fix!	level3	881696	4	4527	Assembly-CSharp:CursorInfoMaker	326	NAIL_01 (5)	mono_string_candidate
Energy Bar	level3	881952	10	4530	Assembly-CSharp:CursorInfoMaker	329	energy_bar	mono_string_candidate
Food	level3	882320	4	4532	Assembly-CSharp:CursorInfoMaker	335	food_fish	mono_string_candidate
Food	level3	883776	4	4545	Assembly-CSharp:CursorInfoMaker	371	food_fish (1)	mono_string_candidate
Fix!	level3	884976	4	4556	Assembly-CSharp:CursorInfoMaker	392	NAIL_01 (8)	mono_string_candidate
Horizontal	level3	885144	10	4558	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	393	EventSystem	mono_string_candidate
Vertical	level3	885160	8	4558	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	393	EventSystem	mono_string_candidate
Submit	level3	885172	6	4558	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	393	EventSystem	mono_string_candidate
Cancel	level3	885184	6	4558	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	393	EventSystem	mono_string_candidate
Flashlight	level3	885264	10	4559	Assembly-CSharp:CursorInfoMaker	400	flashlight	mono_string_candidate
Food	level3	885360	4	4560	Assembly-CSharp:CursorInfoMaker	405	food_fish (4)	mono_string_candidate
Torn Map	level3	885840	8	4564	Assembly-CSharp:CursorInfoMaker	413	map (broken)	mono_string_candidate
Try Fishing	level3	886560	11	4570	Assembly-CSharp:CursorInfoMaker	433	doTask_fishing	mono_string_candidate
Needs Bait	level3	886596	10	4570	Assembly-CSharp:CursorInfoMaker	433	doTask_fishing	mono_string_candidate
Fix!	level3	888400	4	4589	Assembly-CSharp:CursorInfoMaker	470	NAIL_01 (6)	mono_string_candidate
Bucket	level3	889008	6	4595	Assembly-CSharp:CursorInfoMaker	491	bucket	mono_string_candidate
Deflated Swim Ring	level3	890480	18	4609	Assembly-CSharp:CursorInfoMaker	530	swimming_belt (broken)	mono_string_candidate
First Aid Kit	level3	891120	13	4616	Assembly-CSharp:CursorInfoMaker	551	firstaidkit	mono_string_candidate
Write Message	level3	891424	13	4619	Assembly-CSharp:CursorInfoMaker	556	doTask_writing	mono_string_candidate
Normal	level3	892152	6	4625	UnityEngine.UI:UnityEngine.UI.Button	565	Sleep Button	mono_string_candidate
Highlighted	level3	892164	11	4625	UnityEngine.UI:UnityEngine.UI.Button	565	Sleep Button	mono_string_candidate
Pressed	level3	892180	7	4625	UnityEngine.UI:UnityEngine.UI.Button	565	Sleep Button	mono_string_candidate
Selected	level3	892192	8	4625	UnityEngine.UI:UnityEngine.UI.Button	565	Sleep Button	mono_string_candidate
Disabled	level3	892204	8	4625	UnityEngine.UI:UnityEngine.UI.Button	565	Sleep Button	mono_string_candidate
GameStoryController, Assembly-CSharp	level3	892248	36	4625	UnityEngine.UI:UnityEngine.UI.Button	565	Sleep Button	mono_string_candidate
GoToNight	level3	892288	9	4625	UnityEngine.UI:UnityEngine.UI.Button	565	Sleep Button	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	892320	31	4625	UnityEngine.UI:UnityEngine.UI.Button	565	Sleep Button	mono_string_candidate
Seagull	level3	893024	7	4631	Assembly-CSharp:CursorInfoMaker	580	seagull	mono_string_candidate
Normal	level3	893640	6	4634	UnityEngine.UI:UnityEngine.UI.Button	589	Continue	mono_string_candidate
Highlighted	level3	893652	11	4634	UnityEngine.UI:UnityEngine.UI.Button	589	Continue	mono_string_candidate
Pressed	level3	893668	7	4634	UnityEngine.UI:UnityEngine.UI.Button	589	Continue	mono_string_candidate
Selected	level3	893680	8	4634	UnityEngine.UI:UnityEngine.UI.Button	589	Continue	mono_string_candidate
Disabled	level3	893692	8	4634	UnityEngine.UI:UnityEngine.UI.Button	589	Continue	mono_string_candidate
TaskRandomBox, Assembly-CSharp	level3	893736	30	4634	UnityEngine.UI:UnityEngine.UI.Button	589	Continue	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	893808	31	4634	UnityEngine.UI:UnityEngine.UI.Button	589	Continue	mono_string_candidate
Umbrella	level3	894944	8	4643	Assembly-CSharp:CursorInfoMaker	611	umbrella	mono_string_candidate
Starving	level3	895328	8	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Starving	level3	895340	8	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Hungry	level3	895352	6	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Hungry	level3	895364	6	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Peckish	level3	895376	7	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Full	level3	895388	4	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Dying	level3	895400	5	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Dying	level3	895412	5	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Sick	level3	895424	4	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Sick	level3	895432	4	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Unwell	level3	895440	6	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Healthy	level3	895452	7	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Miserable	level3	895468	9	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Miserable	level3	895484	9	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Depressed	level3	895500	9	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Lonely	level3	895516	6	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Bored	level3	895528	5	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Happy	level3	895540	5	4644	Assembly-CSharp:FriendHud	621	FriendManageUI	mono_string_candidate
Treasure	level3	895948	8	4645	Assembly-CSharp:TaskRandomBox	623	RandomDayBox	mono_string_candidate
Normal	level3	896696	6	4647	UnityEngine.UI:UnityEngine.UI.Button	632	Button_Speciality	mono_string_candidate
Highlighted	level3	896708	11	4647	UnityEngine.UI:UnityEngine.UI.Button	632	Button_Speciality	mono_string_candidate
Pressed	level3	896724	7	4647	UnityEngine.UI:UnityEngine.UI.Button	632	Button_Speciality	mono_string_candidate
Selected	level3	896736	8	4647	UnityEngine.UI:UnityEngine.UI.Button	632	Button_Speciality	mono_string_candidate
Disabled	level3	896748	8	4647	UnityEngine.UI:UnityEngine.UI.Button	632	Button_Speciality	mono_string_candidate
GameStoryController, Assembly-CSharp	level3	896792	36	4647	UnityEngine.UI:UnityEngine.UI.Button	632	Button_Speciality	mono_string_candidate
FriendSpecialityButton	level3	896832	22	4647	UnityEngine.UI:UnityEngine.UI.Button	632	Button_Speciality	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	896876	31	4647	UnityEngine.UI:UnityEngine.UI.Button	632	Button_Speciality	mono_string_candidate
Sea Search	level3	897536	10	4653	Assembly-CSharp:CursorInfoMaker	645	scuba_set	mono_string_candidate
Bait	level3	898016	4	4658	Assembly-CSharp:CursorInfoMaker	670	bait (2)	mono_string_candidate
Food	level3	898400	4	4661	Assembly-CSharp:CursorInfoMaker	675	food_fish (2)	mono_string_candidate
Torn Umbrella	level3	898640	13	4663	Assembly-CSharp:CursorInfoMaker	677	umbrella (broken)	mono_string_candidate
Normal	level3	898920	6	4664	UnityEngine.UI:UnityEngine.UI.Button	679	Cancel	mono_string_candidate
Highlighted	level3	898932	11	4664	UnityEngine.UI:UnityEngine.UI.Button	679	Cancel	mono_string_candidate
Pressed	level3	898948	7	4664	UnityEngine.UI:UnityEngine.UI.Button	679	Cancel	mono_string_candidate
Selected	level3	898960	8	4664	UnityEngine.UI:UnityEngine.UI.Button	679	Cancel	mono_string_candidate
Disabled	level3	898972	8	4664	UnityEngine.UI:UnityEngine.UI.Button	679	Cancel	mono_string_candidate
TaskRandomBox, Assembly-CSharp	level3	899016	30	4664	UnityEngine.UI:UnityEngine.UI.Button	679	Cancel	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	899088	31	4664	UnityEngine.UI:UnityEngine.UI.Button	679	Cancel	mono_string_candidate
Repair Boat	level3	899344	11	4666	Assembly-CSharp:CursorInfoMaker	680	doTask_repair	mono_string_candidate
Already repaired	level3	899380	16	4666	Assembly-CSharp:CursorInfoMaker	680	doTask_repair	mono_string_candidate
Seagull	level3	899776	7	4670	Assembly-CSharp:CursorInfoMaker	690	seagull 2	mono_string_candidate
Broken Harpoon Gun	level3	900208	18	4674	Assembly-CSharp:CursorInfoMaker	717	hookgun (broken)	mono_string_candidate
Normal	level3	901784	6	4688	UnityEngine.UI:UnityEngine.UI.Button	756	Button_Eat	mono_string_candidate
Highlighted	level3	901796	11	4688	UnityEngine.UI:UnityEngine.UI.Button	756	Button_Eat	mono_string_candidate
Pressed	level3	901812	7	4688	UnityEngine.UI:UnityEngine.UI.Button	756	Button_Eat	mono_string_candidate
Selected	level3	901824	8	4688	UnityEngine.UI:UnityEngine.UI.Button	756	Button_Eat	mono_string_candidate
Disabled	level3	901836	8	4688	UnityEngine.UI:UnityEngine.UI.Button	756	Button_Eat	mono_string_candidate
FriendHud, Assembly-CSharp	level3	901880	26	4688	UnityEngine.UI:UnityEngine.UI.Button	756	Button_Eat	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	901944	31	4688	UnityEngine.UI:UnityEngine.UI.Button	756	Button_Eat	mono_string_candidate
Captain Whiskers	level3	902368	16	4692	Assembly-CSharp:CursorInfoMaker	768	Cats (3)	mono_string_candidate
Food	level3	903920	4	4702	Assembly-CSharp:CursorInfoMaker	796	food_fish (5)	mono_string_candidate
Normal	level3	904584	6	4706	UnityEngine.UI:UnityEngine.UI.Button	807	Button_StepBack	mono_string_candidate
Highlighted	level3	904596	11	4706	UnityEngine.UI:UnityEngine.UI.Button	807	Button_StepBack	mono_string_candidate
Pressed	level3	904612	7	4706	UnityEngine.UI:UnityEngine.UI.Button	807	Button_StepBack	mono_string_candidate
Selected	level3	904624	8	4706	UnityEngine.UI:UnityEngine.UI.Button	807	Button_StepBack	mono_string_candidate
Disabled	level3	904636	8	4706	UnityEngine.UI:UnityEngine.UI.Button	807	Button_StepBack	mono_string_candidate
JournalController, Assembly-CSharp	level3	904680	34	4706	UnityEngine.UI:UnityEngine.UI.Button	807	Button_StepBack	mono_string_candidate
PageTurnBack	level3	904720	12	4706	UnityEngine.UI:UnityEngine.UI.Button	807	Button_StepBack	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	904752	31	4706	UnityEngine.UI:UnityEngine.UI.Button	807	Button_StepBack	mono_string_candidate
Bait	level3	905536	4	4714	Assembly-CSharp:CursorInfoMaker	813	bait	mono_string_candidate
Fix!	level3	906192	4	4720	Assembly-CSharp:CursorInfoMaker	821	NAIL_01 (3)	mono_string_candidate
Drifting Crate	level3	906512	14	4723	Assembly-CSharp:CursorInfoMaker	825	crateToClick_2	mono_string_candidate
Normal	level3	906792	6	4724	UnityEngine.UI:UnityEngine.UI.Button	827	JournalButton	mono_string_candidate
Highlighted	level3	906804	11	4724	UnityEngine.UI:UnityEngine.UI.Button	827	JournalButton	mono_string_candidate
Pressed	level3	906820	7	4724	UnityEngine.UI:UnityEngine.UI.Button	827	JournalButton	mono_string_candidate
Selected	level3	906832	8	4724	UnityEngine.UI:UnityEngine.UI.Button	827	JournalButton	mono_string_candidate
Disabled	level3	906844	8	4724	UnityEngine.UI:UnityEngine.UI.Button	827	JournalButton	mono_string_candidate
JournalController, Assembly-CSharp	level3	906888	34	4724	UnityEngine.UI:UnityEngine.UI.Button	827	JournalButton	mono_string_candidate
OpenJournal	level3	906928	11	4724	UnityEngine.UI:UnityEngine.UI.Button	827	JournalButton	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	906960	31	4724	UnityEngine.UI:UnityEngine.UI.Button	827	JournalButton	mono_string_candidate
Normal	level3	907400	6	4726	UnityEngine.UI:UnityEngine.UI.Button	834	Friend	mono_string_candidate
Highlighted	level3	907412	11	4726	UnityEngine.UI:UnityEngine.UI.Button	834	Friend	mono_string_candidate
Pressed	level3	907428	7	4726	UnityEngine.UI:UnityEngine.UI.Button	834	Friend	mono_string_candidate
Selected	level3	907440	8	4726	UnityEngine.UI:UnityEngine.UI.Button	834	Friend	mono_string_candidate
Disabled	level3	907452	8	4726	UnityEngine.UI:UnityEngine.UI.Button	834	Friend	mono_string_candidate
TaskRandomBox, Assembly-CSharp	level3	907496	30	4726	UnityEngine.UI:UnityEngine.UI.Button	834	Friend	mono_string_candidate
UnityEngine.Object, UnityEngine	level3	907568	31	4726	UnityEngine.UI:UnityEngine.UI.Button	834	Friend	mono_string_candidate
Cod	level3	907972	3	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Flounder	level3	908084	8	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Salmon	level3	908196	6	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Tuna	level3	908308	4	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Crab	level3	908416	4	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Squid	level3	908524	5	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Seaweed	level3	908636	7	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Worthless junk...	level3	908656	17	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Boot	level3	908768	4	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Worthless junk...	level3	908784	17	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Plastic Bottle	level3	908896	14	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Worthless junk...	level3	908924	17	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Fishlet	level3	909040	7	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Way too small...	level3	909060	16	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Can of Worms	level3	909172	12	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Useful for fishing!	level3	909196	19	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Wet Duct Tape	level3	909312	13	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Seems useable!	level3	909340	14	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Broken Compass	level3	909448	14	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Looks reparable!	level3	909476	16	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Torn Fishing Net	level3	909612	16	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Looks reparable!	level3	909640	16	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Energy Bar	level3	909776	10	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Looks tasty!	level3	909800	12	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
A note...?	level3	910028	10	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Soaked but readable.	level3	910052	20	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Newspaper...?	level3	910188	13	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
Details are smudged.	level3	910216	20	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
A photo...?	level3	910352	11	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
It's somewhat faded.	level3	910376	20	4729	Assembly-CSharp:FishingController	836	Task_Fishing	mono_string_candidate
