source	asset_file	object_type	object_name	path_id	field_path	offset_or_location	confidence	notes
T- They said it could save you from certain death.. I don’t buy it.. but I’d still like to have one.	resources.assets	TextAsset	dialogues	160	m_Script[late_days_19_03].WOMAN	csv row 74	high	player-facing TextAsset CSV payload
Oh, you’re up! You won’t believe what happened!	resources.assets	TextAsset	dialogues	160	m_Script[late_days_20_01].MAN	csv row 75	high	player-facing TextAsset CSV payload
Oh, good morning.	resources.assets	TextAsset	dialogues	160	m_Script[late_days_20_01].WHO	csv row 75	high	player-facing TextAsset CSV payload
Oh, you’re awake… s-something weird happened this morning.	resources.assets	TextAsset	dialogues	160	m_Script[late_days_20_01].WOMAN	csv row 75	high	player-facing TextAsset CSV payload
This morning, just after I woke up, a seagull flew by and snatched my pipe!	resources.assets	TextAsset	dialogues	160	m_Script[late_days_20_02].MAN	csv row 76	high	player-facing TextAsset CSV payload
Don’t mind the holes.	resources.assets	TextAsset	dialogues	160	m_Script[late_days_20_02].WHO	csv row 76	high	player-facing TextAsset CSV payload
A seagull flew by with a flower in its beak.. then dropped it right into our boat.	resources.assets	TextAsset	dialogues	160	m_Script[late_days_20_02].WOMAN	csv row 76	high	player-facing TextAsset CSV payload
What kind of bird wants to smoke, huh?	resources.assets	TextAsset	dialogues	160	m_Script[late_days_20_03].MAN	csv row 77	high	player-facing TextAsset CSV payload
I was practicing.	resources.assets	TextAsset	dialogues	160	m_Script[late_days_20_03].WHO	csv row 77	high	player-facing TextAsset CSV payload
S- So naturally, I scraped up whatever dirt I could find and planted it. Look at her.. happy as can be.	resources.assets	TextAsset	dialogues	160	m_Script[late_days_20_03].WOMAN	csv row 77	high	player-facing TextAsset CSV payload
I have nothing to say today, buddy. What’s up?	resources.assets	TextAsset	dialogues	160	m_Script[nothing_01].MAN	csv row 5	high	player-facing TextAsset CSV payload
… Nothing to say today.	resources.assets	TextAsset	dialogues	160	m_Script[nothing_01].WHO	csv row 5	high	player-facing TextAsset CSV payload
Well... I- I don’t have anything to say today…	resources.assets	TextAsset	dialogues	160	m_Script[nothing_01].WOMAN	csv row 5	high	player-facing TextAsset CSV payload
Nothing to talk about today except the weather… It’s a nice one we’re having today, aye?	resources.assets	TextAsset	dialogues	160	m_Script[nothing_02].MAN	csv row 6	high	player-facing TextAsset CSV payload
… I’m out of words today, I guess.	resources.assets	TextAsset	dialogues	160	m_Script[nothing_02].WHO	csv row 6	high	player-facing TextAsset CSV payload
I miss my plants… That’s all. Sorry, I don’t have anything to say today…	resources.assets	TextAsset	dialogues	160	m_Script[nothing_02].WOMAN	csv row 6	high	player-facing TextAsset CSV payload
Hmm… My beard looks nice today. That’s all I can say.	resources.assets	TextAsset	dialogues	160	m_Script[nothing_03].MAN	csv row 7	high	player-facing TextAsset CSV payload
… Sorry, I’m busy thinking to myself today.	resources.assets	TextAsset	dialogues	160	m_Script[nothing_03].WHO	csv row 7	high	player-facing TextAsset CSV payload
… I- I don’t feel like chatting today… Sorry…	resources.assets	TextAsset	dialogues	160	m_Script[nothing_03].WOMAN	csv row 7	high	player-facing TextAsset CSV payload
I swear last night I heard singing… It was spooky, but also calming. A voice singing my own name…	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_01_01].MAN	csv row 146	high	player-facing TextAsset CSV payload
I heard a voice last night. Sounded like a woman in the distance. But I saw no one.	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_01_01].WHO	csv row 146	high	player-facing TextAsset CSV payload
Last night, I- I heard a voice.. similar to mine. It was.. singing?	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_01_01].WOMAN	csv row 146	high	player-facing TextAsset CSV payload
Anyway, most likely a dream.. Albeit a wild one, hah!!	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_01_02].MAN	csv row 147	high	player-facing TextAsset CSV payload
Also, it was singing. Singing your name.	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_01_02].WHO	csv row 147	high	player-facing TextAsset CSV payload
Maybe I was already half asleep, imagining things.. R- right?	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_01_02].WOMAN	csv row 147	high	player-facing TextAsset CSV payload
Last night was pretty foggy, right? I swear I could make out figures from the fog.	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_02_01].MAN	csv row 148	high	player-facing TextAsset CSV payload
Last night had more fog than usual… and that fog…	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_02_01].WHO	csv row 148	high	player-facing TextAsset CSV payload
I-I could not see a thing last night, It was way too foggy..	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_02_01].WOMAN	csv row 148	high	player-facing TextAsset CSV payload
Just kidding.. I’m only trying to spook you. For the laughs! Or am I..?	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_02_02].MAN	csv row 149	high	player-facing TextAsset CSV payload
It felt alive.	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_02_02].WHO	csv row 149	high	player-facing TextAsset CSV payload
And it didn’t help that it was moving in all.. weird kinds of ways. L- like, it had a mind of its own..	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_02_02].WOMAN	csv row 149	high	player-facing TextAsset CSV payload
Did you see that last night? It was like.. a great tentacle.. thing, in the distance! A big ol’ squid?	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_03_01].MAN	csv row 150	high	player-facing TextAsset CSV payload
Did you ever hear the tales about the gods beneath the sea?	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_03_01].WHO	csv row 150	high	player-facing TextAsset CSV payload
Weird.. t- the boat was rumbling in an odd way last night..	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_03_01].WOMAN	csv row 150	high	player-facing TextAsset CSV payload
I’d love reeling it in, you get me? Of course, it likely would not fit on this tiny boat of ours… hah!	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_03_02].MAN	csv row 151	high	player-facing TextAsset CSV payload
Living deep where no human ever sails. I don’t see anyone around… do you?	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_03_02].WHO	csv row 151	high	player-facing TextAsset CSV payload
L- Like something was sliding across the bottom..	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_03_02].WOMAN	csv row 151	high	player-facing TextAsset CSV payload
Do you wanna know what I find really odd, bud?	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_04_01].MAN	csv row 152	high	player-facing TextAsset CSV payload
.. On some nights, fish that show up get pretty… large.	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_04_01].WHO	csv row 152	high	player-facing TextAsset CSV payload
W- Why do the larger fish only come up at night?	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_04_01].WOMAN	csv row 152	high	player-facing TextAsset CSV payload
The fish I see at night… they’re way bigger than usual.. We should try fishing at night once!	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_04_02].MAN	csv row 153	high	player-facing TextAsset CSV payload
Yesterday, I saw one swim by that was about your size.	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_04_02].WHO	csv row 153	high	player-facing TextAsset CSV payload
… How big are the biggest..?	resources.assets	TextAsset	dialogues	160	m_Script[prenightlore_04_02].WOMAN	csv row 153	high	player-facing TextAsset CSV payload
Hey! Did you hear that last night? Was it a blue whale? A shark?	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_01_01].MAN	csv row 161	high	player-facing TextAsset CSV payload
.. Last night did not feel quiet.	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_01_01].WHO	csv row 161	high	player-facing TextAsset CSV payload
D- did you hear that.. last night? What was that noise? Oh my..	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_01_01].WOMAN	csv row 161	high	player-facing TextAsset CSV payload
Buddy! You look hurt. Did you have a fight with a shark last night? Seriously, try to be safer tonight!	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_02_01].MAN	csv row 162	high	player-facing TextAsset CSV payload
.. Where did you get those scars?	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_02_01].WHO	csv row 162	high	player-facing TextAsset CSV payload
A- are you okay? You look really hurt.. Please, be more careful!  J- just hang in there, okay?	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_02_01].WOMAN	csv row 162	high	player-facing TextAsset CSV payload
It was a rough last night, for sure.. Thought I wasn’t seasick, but that.. was something else, yeah?	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_03_01].MAN	csv row 163	high	player-facing TextAsset CSV payload
.. My jacket got all wet.	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_03_01].WHO	csv row 163	high	player-facing TextAsset CSV payload
M- my clothes got soggy and I was freezing last night.. I hope the weather gets better..	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_03_01].WOMAN	csv row 163	high	player-facing TextAsset CSV payload
Did you find something interesting last night, buddy? Tell me about it!	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_04_01].MAN	csv row 164	high	player-facing TextAsset CSV payload
.. Hmm. Somebody had an unusual night.	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_04_01].WHO	csv row 164	high	player-facing TextAsset CSV payload
Y- you look like you found something interesting last night.. What was it?	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_04_01].WOMAN	csv row 164	high	player-facing TextAsset CSV payload
Sorry about last night! Sleeping’s really tough when you’re seasick, let me tell ya’!	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_05_01].MAN	csv row 165	high	player-facing TextAsset CSV payload
.. Thanks for waking up last night.	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_05_01].WHO	csv row 165	high	player-facing TextAsset CSV payload
I-I’m sorry about last night. I hope waking you wasn’t too much of a bother.	resources.assets	TextAsset	dialogues	160	m_Script[previous_night_react_05_01].WOMAN	csv row 165	high	player-facing TextAsset CSV payload
We’re arriving at some dangerous waters here, aren’t we, buddy?	resources.assets	TextAsset	dialogues	160	m_Script[reactdayenv_danger_02].MAN	csv row 167	high	player-facing TextAsset CSV payload
Looks like we are getting somewhere. Be careful, now.	resources.assets	TextAsset	dialogues	160	m_Script[reactdayenv_danger_02].WHO	csv row 167	high	player-facing TextAsset CSV payload
T- the sea seems.. More dangerous than before.. right?	resources.assets	TextAsset	dialogues	160	m_Script[reactdayenv_danger_02].WOMAN	csv row 167	high	player-facing TextAsset CSV payload
Heyho! Looks like tons of fishies are here today! We should try catching some!	resources.assets	TextAsset	dialogues	160	m_Script[reactdayenv_fishes_03].MAN	csv row 168	high	player-facing TextAsset CSV payload
Lots of fish today. Let’s catch some.	resources.assets	TextAsset	dialogues	160	m_Script[reactdayenv_fishes_03].WHO	csv row 168	high	player-facing TextAsset CSV payload
I- it looks like there are a lot of fish today... We should try to catch some.	resources.assets	TextAsset	dialogues	160	m_Script[reactdayenv_fishes_03].WOMAN	csv row 168	high	player-facing TextAsset CSV payload
Darn! M’shoes got all soggy!	resources.assets	TextAsset	dialogues	160	m_Script[reactdayenv_puddle_01].MAN	csv row 166	high	player-facing TextAsset CSV payload
.. The end of my peg is all soaked through.	resources.assets	TextAsset	dialogues	160	m_Script[reactdayenv_puddle_01].WHO	csv row 166	high	player-facing TextAsset CSV payload
M- my shoes are filled with water.. So uncomfortable, ugh..	resources.assets	TextAsset	dialogues	160	m_Script[reactdayenv_puddle_01].WOMAN	csv row 166	high	player-facing TextAsset CSV payload
That’s a cute bird over there! Do you already have a name for it, bud?	resources.assets	TextAsset	dialogues	160	m_Script[seagulls_on_boat_01_01].MAN	csv row 170	high	player-facing TextAsset CSV payload
Seagulls.. So annoying.	resources.assets	TextAsset	dialogues	160	m_Script[seagulls_on_boat_01_01].WHO	csv row 170	high	player-facing TextAsset CSV payload
Oh, a seagull.. I- I mean, it’s something cute, at least!	resources.assets	TextAsset	dialogues	160	m_Script[seagulls_on_boat_01_01].WOMAN	csv row 170	high	player-facing TextAsset CSV payload
Ahoy, feathered friends! You can’t have too many of these guys!	resources.assets	TextAsset	dialogues	160	m_Script[seagulls_on_boat_02_01].MAN	csv row 171	high	player-facing TextAsset CSV payload
